Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
BMW,Model B,2015,2.8,193369,Petrol,Automatic,24889.04433774375
Honda,Model A,2000,4.5,16005,Diesel,Automatic,26254.26016275211
Toyota,Model A,2015,2.3,179681,Electric,Manual,25457.535379422206
Ford,Model E,2001,1.8,122793,Electric,Automatic,14893.117374633795
Toyota,Model E,2001,3.0,183436,Electric,Manual,18244.25396012662
Honda,Model D,2007,1.8,62974,Electric,Automatic,23740.25567603053
Audi,Model A,2011,4.3,70168,Electric,Manual,34073.764193602095
Audi,Model A,2010,1.9,108813,Electric,Manual,22956.557352086984
BMW,Model A,2005,4.5,176016,Petrol,Manual,23073.20812992465
Honda,Model B,2018,2.5,191848,Petrol,Automatic,20101.813910501623
Toyota,Model B,2017,3.8,172967,Diesel,Automatic,28160.385059746834
Toyota,Model E,2004,3.3,10534,Electric,Automatic,27636.928614143988
Audi,Model D,2014,4.3,67224,Electric,Automatic,32711.63748451686
Audi,Model C,2007,3.2,87855,Petrol,Manual,22601.438508436506
Ford,Model D,2005,3.0,107378,Diesel,Automatic,21133.48395754169
Audi,Model B,2011,3.3,816,Diesel,Automatic,31422.110251604423
Ford,Model B,2018,3.8,120876,Electric,Manual,29413.84977803281
Toyota,Model E,2011,4.1,125726,Diesel,Manual,26959.10540859784
Ford,Model C,2011,1.9,98110,Diesel,Automatic,23725.25365679091
Ford,Model A,2008,1.7,177007,Electric,Manual,16557.117629614222
BMW,Model C,2009,1.1,164517,Electric,Automatic,16996.07337383489
Audi,Model C,2021,2.3,141518,Electric,Automatic,25530.362994651026
Ford,Model C,2016,4.0,95339,Petrol,Automatic,35747.40700234353
Toyota,Model E,2017,1.2,144887,Electric,Manual,23335.090576409304
Honda,Model B,2015,2.9,93095,Diesel,Manual,31157.545424434888
Ford,Model A,2003,3.4,105536,Petrol,Manual,19942.535751197916
Audi,Model C,2017,3.9,76042,Diesel,Manual,31320.99921514059
BMW,Model A,2002,3.0,2446,Petrol,Manual,24985.465151059223
Toyota,Model C,2015,1.7,83808,Electric,Automatic,26501.473227637627
BMW,Model B,2013,4.4,132792,Diesel,Automatic,28068.687082530232
Honda,Model A,2008,1.3,26479,Petrol,Manual,22002.386334364935
Ford,Model D,2005,3.7,196831,Diesel,Automatic,20010.13811386625
Ford,Model B,2003,1.3,78488,Electric,Automatic,19710.70914339683
Audi,Model A,2001,1.5,99238,Petrol,Manual,18127.251417281135
Ford,Model C,2009,4.1,58656,Diesel,Manual,31071.873847624294
Toyota,Model C,2010,3.6,34076,Petrol,Manual,31391.702545453732
Honda,Model B,2006,2.3,46265,Electric,Automatic,27537.078839214904
BMW,Model B,2004,3.2,32967,Petrol,Manual,26429.51491155749
Honda,Model C,2003,2.6,127479,Petrol,Automatic,21153.903546546273
Ford,Model A,2005,1.2,53258,Diesel,Manual,20856.422640297842
BMW,Model D,2001,3.5,125764,Petrol,Manual,20595.816569125895
Audi,Model E,2001,3.7,48625,Electric,Manual,25630.761015145414
Honda,Model B,2015,4.1,136146,Diesel,Manual,26904.193776628243
BMW,Model C,2012,2.9,179202,Petrol,Manual,21963.359484098808
BMW,Model A,2020,3.4,20377,Electric,Automatic,32218.27631232155
BMW,Model B,2006,2.5,88992,Electric,Automatic,25018.30645984254
Toyota,Model A,2004,2.1,53085,Petrol,Manual,25071.75353671039
Honda,Model B,2016,2.4,39701,Petrol,Manual,27388.1848116125
BMW,Model C,2012,4.2,50749,Diesel,Automatic,33177.99701916083
Honda,Model A,2014,1.6,114692,Electric,Manual,25401.396430024033
BMW,Model C,2002,1.9,65081,Electric,Manual,21185.79251799408
Audi,Model A,2003,3.1,8471,Electric,Automatic,26921.175747582758
Audi,Model B,2014,1.4,171430,Petrol,Automatic,21373.616114212484
Audi,Model E,2017,4.1,134091,Petrol,Automatic,26367.455553505482
Ford,Model E,2002,1.2,103661,Petrol,Automatic,21825.090511468272
BMW,Model D,2006,3.6,149820,Diesel,Automatic,17370.069881253425
Ford,Model D,2007,2.3,114814,Electric,Manual,18434.813617368833
Honda,Model C,2010,1.2,28975,Electric,Automatic,27074.1566742992
Ford,Model A,2021,4.0,168666,Petrol,Automatic,30902.07173657361
Honda,Model D,2008,3.2,3249,Diesel,Automatic,32645.749047911402
Honda,Model B,2019,1.0,118589,Diesel,Automatic,24779.480918056273
Honda,Model E,2011,1.9,61929,Diesel,Automatic,23357.516463517608
Ford,Model A,2004,2.2,29108,Diesel,Manual,24075.059312001118
BMW,Model E,2000,2.1,95892,Diesel,Manual,20109.803969731318
Ford,Model A,2013,2.7,21541,Petrol,Automatic,28433.292202123743
BMW,Model D,2002,2.8,175733,Petrol,Manual,14680.187245656334
BMW,Model D,2014,2.4,90594,Petrol,Manual,26333.681066865945
Honda,Model C,2009,2.2,19423,Electric,Manual,25484.36445902593
Ford,Model A,2009,2.8,86330,Diesel,Manual,24435.548434161992
BMW,Model B,2002,1.1,58851,Diesel,Manual,18022.00612369882
Audi,Model D,2005,3.3,158816,Electric,Automatic,21324.28519644325
BMW,Model C,2004,3.1,123818,Diesel,Manual,20109.467708128643
Audi,Model D,2018,2.0,65552,Diesel,Automatic,27686.506808106347
Ford,Model E,2013,1.6,122692,Diesel,Automatic,23975.79965186076
Ford,Model D,2016,1.3,138155,Diesel,Manual,20471.72754385429
Ford,Model A,2011,3.1,168915,Diesel,Automatic,20442.341149147855
BMW,Model C,2008,3.0,29118,Petrol,Automatic,28221.621337572476
Toyota,Model A,2002,2.9,45334,Diesel,Manual,21783.333929610657
BMW,Model B,2017,4.4,76441,Petrol,Automatic,35079.76809902613
BMW,Model B,2003,2.9,176733,Petrol,Manual,15356.752611613869
Honda,Model D,2013,3.5,196527,Petrol,Manual,22434.838290132942
Honda,Model C,2005,1.4,95918,Petrol,Automatic,17768.316449276503
BMW,Model C,2014,2.0,55324,Electric,Manual,30159.441932297963
Audi,Model C,2016,2.0,189449,Petrol,Manual,19414.949675056374
Honda,Model C,2004,3.0,173843,Electric,Manual,22143.253489460516
BMW,Model D,2005,2.2,92119,Electric,Manual,21460.558831071867
Toyota,Model A,2020,3.2,195361,Petrol,Manual,25262.80415044772
Audi,Model D,2004,3.4,45156,Diesel,Manual,21369.61661258214
Ford,Model A,2018,1.1,6230,Diesel,Manual,33220.48109989594
BMW,Model E,2013,3.2,32649,Petrol,Automatic,31283.308917182392
BMW,Model E,2003,1.4,41429,Petrol,Manual,18790.530143476026
Audi,Model A,2004,2.6,64127,Electric,Manual,21951.26701413253
Honda,Model D,2010,3.5,167117,Electric,Manual,19335.600243172023
Honda,Model B,2001,3.5,67160,Diesel,Automatic,21586.214689482764
Honda,Model D,2021,2.0,72785,Electric,Automatic,29632.001392812614
Ford,Model B,2001,2.0,25811,Electric,Manual,25483.110994210685
Audi,Model D,2019,2.5,82038,Petrol,Manual,34381.53787907042
Audi,Model C,2011,1.7,59227,Electric,Manual,26004.996364132992
Honda,Model C,2015,4.4,40071,Electric,Automatic,30182.687112352156
Honda,Model E,2016,2.2,40708,Electric,Automatic,34023.3493384125
Toyota,Model E,2003,4.2,58131,Diesel,Manual,22448.865223166005
Toyota,Model A,2013,4.2,199083,Petrol,Automatic,25663.6752916534
BMW,Model B,2006,2.3,166607,Diesel,Manual,18401.260991742274
BMW,Model C,2014,1.9,194873,Petrol,Manual,22522.187294997537
Audi,Model D,2015,3.7,173459,Petrol,Manual,23716.089709308926
Audi,Model A,2007,1.8,180466,Electric,Automatic,19146.28302773692
Ford,Model D,2001,2.8,168920,Diesel,Automatic,19556.42529219159
Ford,Model C,2018,1.4,176070,Diesel,Automatic,22816.69406088515
Toyota,Model C,2000,2.4,54616,Electric,Manual,21095.302239749195
BMW,Model C,2003,1.3,163427,Diesel,Manual,16969.560346720467
Toyota,Model C,2020,2.0,86642,Petrol,Automatic,31352.214891764288
Toyota,Model D,2021,3.3,159561,Petrol,Manual,27190.460020448343
BMW,Model A,2010,4.5,46503,Petrol,Automatic,29405.427265855244
Ford,Model C,2009,1.9,139279,Electric,Automatic,19046.449883433066
BMW,Model E,2017,2.7,168451,Diesel,Manual,19982.498207046367
Honda,Model A,2000,2.6,55561,Petrol,Automatic,23288.62737725059
Honda,Model E,2016,1.6,137775,Electric,Manual,23298.30023392311
Honda,Model D,2015,3.1,19166,Petrol,Manual,31173.32620413904
Audi,Model C,2011,3.5,187083,Petrol,Manual,21258.694447899823
Ford,Model A,2015,1.5,137235,Diesel,Automatic,23513.569966983134
Ford,Model C,2008,3.6,182047,Electric,Automatic,19772.022167636907
Audi,Model C,2016,3.5,172042,Petrol,Automatic,27192.95261576308
Toyota,Model A,2002,1.7,87059,Petrol,Automatic,18291.895966969987
Honda,Model C,2017,3.3,74006,Electric,Manual,28104.378235603264
Honda,Model C,2014,2.4,109438,Electric,Automatic,26537.972878590517
Toyota,Model B,2014,3.4,143692,Diesel,Automatic,23877.166242579773
BMW,Model B,2015,2.7,136592,Petrol,Manual,24929.036843063528
BMW,Model A,2019,1.2,88841,Diesel,Manual,28328.32533495997
Ford,Model A,2000,3.8,60135,Petrol,Manual,23690.267259396973
Audi,Model C,2000,2.9,100389,Diesel,Manual,19997.10879595089
Ford,Model E,2003,3.5,54221,Petrol,Automatic,23911.847940276457
BMW,Model A,2012,1.4,79863,Electric,Manual,24143.376624363453
Toyota,Model C,2003,3.5,191541,Diesel,Automatic,16675.161406967243
Ford,Model E,2007,2.4,156384,Electric,Automatic,20535.21883656737
Honda,Model B,2012,3.8,116536,Petrol,Automatic,26101.534259901193
Honda,Model A,2007,3.1,195178,Electric,Manual,18564.275214883626
Toyota,Model C,2013,2.2,60376,Diesel,Manual,24867.46878292401
BMW,Model B,2000,1.7,36376,Diesel,Automatic,21615.746968325737
Honda,Model D,2008,3.9,78733,Electric,Automatic,25776.306808100475
Honda,Model B,2000,3.0,45100,Petrol,Manual,20558.2195971869
Audi,Model C,2006,4.5,35445,Diesel,Manual,28190.80782344068
Ford,Model E,2019,2.3,65829,Petrol,Automatic,31437.400182526308
BMW,Model D,2012,3.4,117884,Diesel,Automatic,27065.758726355532
Ford,Model D,2014,3.2,181795,Petrol,Manual,18836.23534802172
BMW,Model D,2008,3.2,96599,Petrol,Manual,23181.339224933614
Honda,Model A,2015,3.6,60392,Electric,Automatic,33557.54136931802
Audi,Model C,2016,1.5,93051,Petrol,Manual,27858.718749628137
Ford,Model D,2008,2.9,12454,Diesel,Manual,25670.544186627452
Honda,Model B,2005,2.8,82188,Electric,Manual,24787.53728929106
BMW,Model E,2019,2.2,48321,Diesel,Automatic,27607.49470711333
Ford,Model C,2011,2.5,25723,Electric,Manual,26540.39666588605
Ford,Model B,2015,2.8,37945,Electric,Manual,28061.03950735644
Honda,Model A,2020,2.1,197487,Petrol,Manual,24801.757612395486
Ford,Model D,2014,2.0,180282,Petrol,Manual,21052.559272744693
Audi,Model B,2006,3.6,174529,Diesel,Manual,21487.470792799206
Audi,Model C,2009,1.2,102195,Diesel,Manual,16870.195423608213
Honda,Model B,2003,2.1,180440,Petrol,Manual,17445.309706534117
BMW,Model A,2002,3.3,169540,Diesel,Manual,21394.76113710663
Honda,Model E,2017,1.7,7649,Diesel,Automatic,30998.751152836056
Audi,Model D,2000,3.0,127219,Petrol,Automatic,22612.077368992745
Toyota,Model C,2012,2.1,176644,Electric,Manual,22109.308099527134
Toyota,Model D,2021,4.0,137456,Petrol,Automatic,34241.04015487141
Ford,Model D,2017,2.2,152412,Diesel,Manual,23819.621356604108
Ford,Model D,2007,1.8,180957,Electric,Manual,17693.388106732662
Toyota,Model B,2010,2.9,22334,Petrol,Automatic,27326.59707166192
Audi,Model B,2009,1.5,103652,Electric,Automatic,18414.233467749065
Ford,Model E,2003,3.8,71107,Diesel,Manual,22918.851350304278
Honda,Model A,2003,3.4,39842,Electric,Manual,25877.286641468614
Honda,Model C,2003,3.7,10694,Diesel,Manual,24845.833157680037
Audi,Model B,2011,2.4,95193,Petrol,Automatic,24767.51721894686
Ford,Model D,2007,3.9,78367,Electric,Automatic,22030.89026871555
Honda,Model A,2012,2.7,182645,Electric,Manual,20606.50982160593
Ford,Model C,2007,1.3,130071,Electric,Manual,19117.188460985795
Ford,Model C,2020,1.8,118065,Diesel,Manual,25287.189581259314
Honda,Model C,2002,3.5,156021,Petrol,Automatic,18572.431363616273
Toyota,Model C,2011,4.1,113850,Petrol,Manual,26967.859438825486
Honda,Model E,2017,1.3,170944,Diesel,Manual,20774.775838024623
Audi,Model C,2014,4.0,81884,Electric,Manual,30477.052405369424
BMW,Model A,2013,3.8,55935,Diesel,Automatic,26922.60854898168
Honda,Model B,2008,2.2,16495,Diesel,Manual,24202.5603907335
Ford,Model A,2004,3.4,76268,Petrol,Manual,21934.964692317986
Ford,Model D,2014,1.7,123173,Diesel,Automatic,22817.277926462266
Honda,Model E,2007,3.8,100773,Electric,Automatic,28676.44127057179
BMW,Model E,2002,3.3,96404,Diesel,Automatic,22938.07201728367
Honda,Model D,2011,2.5,116886,Diesel,Automatic,20223.960867917238
BMW,Model A,2004,4.0,21677,Diesel,Manual,28333.71414259136
BMW,Model A,2008,1.5,142532,Electric,Automatic,17770.846211099142
Audi,Model D,2019,4.0,113918,Diesel,Automatic,29894.49141652854
Ford,Model C,2002,1.1,89501,Petrol,Manual,16268.628161601882
Ford,Model C,2007,3.6,188583,Diesel,Automatic,19710.49176129343
BMW,Model B,2020,3.0,76881,Diesel,Automatic,27580.661590264925
Ford,Model A,2012,3.4,163909,Petrol,Manual,23360.39421452581
Toyota,Model A,2007,2.4,38724,Petrol,Manual,25994.805587799052
BMW,Model D,2004,4.0,145833,Petrol,Manual,20104.083007329515
Ford,Model D,2006,2.1,75153,Petrol,Manual,21383.110231473303
Toyota,Model C,2004,2.0,68108,Petrol,Automatic,19205.07231089196
Audi,Model A,2008,2.1,51411,Petrol,Manual,23817.573640609047
Ford,Model A,2004,3.7,140995,Electric,Manual,21528.771099180907
Toyota,Model E,2007,2.7,104012,Diesel,Manual,22320.586388754462
Honda,Model B,2011,2.9,165201,Electric,Automatic,23348.019369311885
Honda,Model B,2003,3.9,57676,Electric,Manual,27324.74037200022
Toyota,Model C,2008,3.9,157900,Petrol,Automatic,21724.29891872159
BMW,Model A,2021,1.6,30182,Diesel,Automatic,30725.82134245083
BMW,Model E,2021,2.9,183484,Electric,Manual,23917.704338337302
Ford,Model A,2013,1.4,83042,Diesel,Automatic,23182.486940292627
Honda,Model D,2018,4.0,1957,Diesel,Manual,36005.393383534596
BMW,Model C,2012,3.9,46009,Petrol,Automatic,32006.925218731125
BMW,Model B,2002,4.0,194265,Diesel,Manual,18089.28026410086
Honda,Model A,2003,3.5,57803,Electric,Manual,25225.880801385807
Audi,Model C,2000,2.6,156865,Electric,Manual,13681.667544630815
BMW,Model B,2021,2.4,88618,Petrol,Automatic,30356.52857732996
Toyota,Model A,2000,2.4,54137,Electric,Manual,19354.68904762681
Ford,Model E,2010,1.2,55931,Petrol,Automatic,26742.365122421972
BMW,Model C,2015,4.3,123190,Electric,Automatic,32570.03289348729
BMW,Model A,2003,2.6,166729,Electric,Manual,20448.476294286855
Audi,Model B,2006,4.3,153415,Petrol,Automatic,21087.457149691934
Toyota,Model B,2011,4.1,178855,Diesel,Automatic,25070.037673183528
Ford,Model E,2005,3.9,46637,Petrol,Manual,21984.741429822876
BMW,Model C,2019,3.1,170979,Diesel,Automatic,28291.465642010975
Ford,Model C,2008,1.4,1758,Diesel,Automatic,25640.606616554312
Honda,Model A,2007,2.1,63566,Petrol,Manual,19876.577467008072
BMW,Model B,2013,3.1,31913,Petrol,Manual,31306.74109947584
BMW,Model B,2014,1.0,106385,Petrol,Manual,21988.550295957404
Honda,Model E,2020,1.1,195342,Diesel,Manual,20732.452710667854
Audi,Model E,2021,3.4,164311,Diesel,Automatic,29138.28668553147
BMW,Model C,2004,4.1,195682,Diesel,Automatic,21411.56877413782
Ford,Model B,2014,4.0,53569,Diesel,Manual,31855.35326140758
Toyota,Model A,2005,1.6,40584,Petrol,Automatic,18073.059355757785
Ford,Model D,2000,4.2,181368,Petrol,Manual,18860.985918536957
Audi,Model A,2019,3.4,16482,Diesel,Manual,32398.72657538172
Toyota,Model E,2008,3.5,118337,Electric,Automatic,25039.28996544722
Ford,Model A,2003,2.1,197101,Petrol,Manual,15487.59794040416
Ford,Model B,2001,3.5,133229,Electric,Automatic,19185.03982767541
Honda,Model C,2005,3.5,107919,Electric,Automatic,22805.042267913075
Audi,Model D,2001,3.1,78663,Electric,Automatic,18055.172733553056
Honda,Model C,2002,2.3,172537,Diesel,Manual,19066.679517719625
Toyota,Model D,2006,3.8,56064,Petrol,Automatic,27300.845656438203
Honda,Model D,2019,4.3,194293,Electric,Automatic,27742.123744982284
Audi,Model B,2016,4.0,74088,Diesel,Automatic,31745.76302116724
BMW,Model B,2008,1.9,155563,Petrol,Manual,15253.332838379596
BMW,Model E,2021,2.6,82452,Diesel,Automatic,32371.17158003287
Toyota,Model E,2008,2.2,54818,Petrol,Manual,23678.198796765835
BMW,Model D,2018,3.5,81255,Petrol,Automatic,30992.67937111168
Honda,Model E,2004,3.9,174043,Diesel,Automatic,18717.23764830415
Toyota,Model B,2005,1.8,166197,Electric,Automatic,14159.6104556777
Audi,Model E,2017,4.3,96729,Petrol,Manual,29994.17839639341
Toyota,Model D,2000,3.4,121467,Petrol,Manual,19161.510417915964
Toyota,Model C,2016,1.8,177903,Electric,Manual,21494.328400840117
Ford,Model A,2013,2.3,1969,Petrol,Automatic,28808.6925079127
Ford,Model E,2014,1.4,103275,Electric,Automatic,23237.06704315511
Toyota,Model B,2004,3.1,43307,Petrol,Automatic,24240.734707535317
BMW,Model C,2016,1.6,12628,Electric,Manual,26637.942976615715
Ford,Model B,2020,3.4,121859,Petrol,Manual,29452.679280857712
Audi,Model E,2020,3.6,82554,Petrol,Manual,31817.03760524954
Honda,Model D,2010,2.7,133673,Petrol,Automatic,21134.8840500234
Ford,Model A,2009,1.3,115880,Electric,Manual,21977.130051132073
Toyota,Model A,2016,3.1,127395,Petrol,Automatic,26623.080823024633
BMW,Model C,2000,2.3,15639,Diesel,Automatic,23408.11672163049
Honda,Model A,2004,4.3,156384,Diesel,Automatic,19871.1526159565
Ford,Model D,2015,2.8,59780,Diesel,Automatic,27577.626414478083
BMW,Model B,2006,1.3,58552,Petrol,Automatic,20937.910816358297
BMW,Model D,2011,3.2,62786,Electric,Manual,25156.58151271687
BMW,Model C,2007,3.7,190474,Electric,Manual,16514.95846610034
Toyota,Model C,2017,1.6,98911,Petrol,Automatic,28308.395482853484
Audi,Model A,2000,2.6,104725,Diesel,Manual,17652.47465168743
BMW,Model D,2019,3.6,35833,Electric,Automatic,33465.84979877848
Honda,Model B,2011,1.1,61093,Petrol,Automatic,24072.655730696544
Ford,Model D,2003,1.1,73402,Electric,Manual,18459.390787978868
Honda,Model B,2011,3.4,171093,Diesel,Automatic,20340.457391553253
Toyota,Model B,2021,3.5,30595,Diesel,Manual,36911.520864337996
Toyota,Model D,2000,4.0,53478,Electric,Automatic,23233.8260292777
Honda,Model E,2000,2.4,136642,Petrol,Manual,18106.92785123725
Audi,Model D,2002,2.4,51189,Petrol,Automatic,25028.932075435267
Toyota,Model B,2020,2.9,18569,Electric,Automatic,31245.35931395085
Toyota,Model C,2011,3.7,156644,Diesel,Manual,25677.952419588983
Honda,Model C,2021,3.2,138577,Petrol,Automatic,29167.067504383882
Toyota,Model A,2020,2.1,1179,Electric,Automatic,31316.652975105455
Audi,Model C,2012,2.2,86622,Electric,Manual,25916.500799677604
Audi,Model E,2012,3.7,187159,Diesel,Manual,23249.819935340744
Audi,Model B,2020,2.9,27807,Diesel,Manual,32186.175860602594
Ford,Model D,2008,1.3,14416,Petrol,Automatic,28686.143285527887
Audi,Model D,2017,1.5,150200,Petrol,Automatic,23754.727290062936
Audi,Model E,2000,4.0,133332,Petrol,Manual,18146.159730712272
Ford,Model C,2005,4.5,38888,Diesel,Automatic,29214.348191014386
BMW,Model B,2004,2.2,69034,Electric,Manual,21583.59083770227
Toyota,Model C,2003,2.4,118101,Petrol,Manual,17127.924146203088
Audi,Model A,2005,1.5,136550,Petrol,Automatic,17205.79933470777
Toyota,Model C,2002,1.8,136870,Petrol,Automatic,17531.256642242748
Honda,Model A,2016,2.5,73633,Electric,Automatic,26462.895587660158
Toyota,Model D,2010,2.0,180429,Petrol,Manual,16183.157556217895
Ford,Model B,2003,3.5,81231,Petrol,Automatic,20687.626987817668
Toyota,Model A,2019,2.9,136452,Diesel,Automatic,24828.536937730292
Toyota,Model C,2000,3.9,156547,Diesel,Manual,20041.028688410614
Toyota,Model C,2003,3.5,41707,Diesel,Automatic,26231.83824687357
BMW,Model D,2002,1.4,31986,Electric,Manual,19358.227444696036
BMW,Model E,2009,1.4,144236,Diesel,Automatic,18656.47107396732
Honda,Model E,2021,4.1,130906,Petrol,Manual,28529.838428433653
Ford,Model C,2000,3.9,158277,Petrol,Automatic,17590.417299434488
Toyota,Model E,2003,2.6,46804,Electric,Automatic,22033.06901368763
Toyota,Model B,2018,1.5,29008,Electric,Manual,30147.60872600412
Toyota,Model E,2000,4.1,173793,Petrol,Automatic,20866.28865524484
Toyota,Model B,2015,1.8,45836,Electric,Automatic,25620.478348515797
BMW,Model C,2018,1.1,78102,Petrol,Automatic,24637.639814869042
Honda,Model C,2019,4.2,37696,Diesel,Manual,35561.290081574974
Audi,Model C,2020,3.8,59075,Petrol,Automatic,30766.40212711406
Ford,Model D,2021,3.4,21533,Electric,Manual,33393.92538886172
Toyota,Model E,2017,1.1,53150,Diesel,Automatic,28755.517192927837
Honda,Model A,2001,2.8,137006,Petrol,Manual,20696.52009072329
Audi,Model A,2005,3.3,60303,Electric,Manual,23222.806735667775
Honda,Model C,2020,3.7,176651,Electric,Automatic,25914.637153221527
BMW,Model E,2000,2.6,102859,Diesel,Manual,20397.013022646217
Audi,Model B,2018,4.3,56847,Petrol,Manual,35674.53295030549
Honda,Model A,2004,1.9,39324,Petrol,Manual,22223.448249462195
BMW,Model C,2001,1.2,51316,Electric,Automatic,17920.61396510456
Honda,Model A,2000,2.2,52025,Diesel,Manual,21804.75800445394
Honda,Model A,2015,3.3,34218,Petrol,Manual,32024.238202087767
Audi,Model A,2020,3.6,103940,Diesel,Automatic,30849.967562999303
BMW,Model C,2001,3.6,99507,Electric,Manual,25316.89228589475
Toyota,Model C,2003,1.4,39820,Petrol,Automatic,21724.610209089566
Ford,Model D,2002,4.1,91984,Electric,Manual,21245.131845880667
Audi,Model D,2016,2.0,52176,Petrol,Automatic,29152.108855254148
BMW,Model D,2014,1.7,22528,Electric,Automatic,26825.200226080677
Honda,Model A,2009,3.2,51207,Petrol,Manual,26923.55233556747
BMW,Model E,2011,1.7,2191,Diesel,Manual,29245.944290823078
Ford,Model C,2011,2.8,157326,Petrol,Manual,23880.175370542718
Ford,Model D,2019,2.4,47378,Petrol,Automatic,24956.525812108084
Toyota,Model E,2006,1.8,89752,Electric,Automatic,19896.03672501203
Toyota,Model D,2009,2.0,43497,Petrol,Automatic,24234.768262212478
Ford,Model D,2004,2.5,108161,Petrol,Automatic,20505.72672947558
Audi,Model E,2019,2.2,53880,Petrol,Manual,28367.49103065611
Audi,Model D,2019,2.3,103994,Electric,Automatic,27248.253147209223
Honda,Model A,2010,3.6,192542,Petrol,Automatic,21337.072302012144
Toyota,Model A,2001,1.6,84931,Diesel,Manual,15022.75942944898
Honda,Model A,2015,3.2,24819,Diesel,Automatic,31241.50737367246
Toyota,Model B,2011,3.4,172171,Electric,Manual,24563.169807788938
Ford,Model D,2015,3.8,35216,Petrol,Manual,29793.284833059082
Audi,Model B,2003,4.0,99028,Electric,Manual,23768.57782628115
Audi,Model C,2001,1.6,91676,Petrol,Manual,18220.69548605338
Ford,Model E,2009,1.5,64469,Electric,Automatic,19603.398861110483
Honda,Model C,2012,3.2,45219,Petrol,Manual,28385.497519836732
Honda,Model B,2018,3.6,16487,Petrol,Manual,34155.1733846629
BMW,Model A,2014,2.0,36815,Electric,Automatic,30615.661497510497
Toyota,Model D,2000,2.8,196670,Electric,Automatic,13993.411308984989
Honda,Model D,2016,3.7,165902,Electric,Automatic,26816.46498321696
Ford,Model A,2019,3.7,92338,Petrol,Automatic,29831.195018572056
Honda,Model D,2003,3.3,39352,Electric,Manual,25695.625442760014
Audi,Model E,2019,1.3,186892,Petrol,Automatic,23469.736613890538
Toyota,Model E,2008,1.2,53974,Diesel,Automatic,19351.976748864075
BMW,Model E,2005,2.4,143336,Diesel,Manual,19379.651898332857
Toyota,Model C,2002,1.1,135905,Petrol,Manual,16440.138798359396
Audi,Model A,2021,4.2,20030,Petrol,Manual,36601.3008942025
Audi,Model E,2001,1.1,122357,Electric,Automatic,16034.288828330436
Audi,Model B,2017,1.1,5290,Petrol,Automatic,30918.597154685445
Audi,Model E,2018,1.6,124605,Petrol,Manual,22211.698683381517
Ford,Model C,2006,3.2,132891,Diesel,Automatic,22507.349035306994
BMW,Model B,2002,2.9,70643,Electric,Automatic,24621.463227941513
Audi,Model A,2017,3.3,12736,Electric,Automatic,32585.78556399812
Audi,Model A,2019,4.1,157855,Petrol,Manual,27523.463161351323
Honda,Model E,2019,2.6,11480,Electric,Automatic,31836.15175886694
BMW,Model B,2018,1.2,37551,Diesel,Automatic,29099.141655652318
Toyota,Model B,2008,3.7,166735,Diesel,Manual,24892.463094662366
BMW,Model E,2015,3.8,18140,Diesel,Automatic,37334.84724124792
BMW,Model E,2005,1.2,125417,Petrol,Manual,20768.265495293497
BMW,Model D,2020,1.8,84247,Petrol,Manual,27695.923778125805
Audi,Model D,2011,3.7,108624,Diesel,Automatic,24748.262615118292
Audi,Model E,2005,2.3,150652,Diesel,Automatic,15485.725696502705
Ford,Model C,2012,2.7,157865,Electric,Automatic,23398.974304942712
Toyota,Model D,2004,3.9,167493,Electric,Automatic,26301.18501307087
Honda,Model E,2012,1.3,48717,Electric,Automatic,25576.745478275825
BMW,Model B,2019,3.4,141691,Electric,Automatic,28900.660886672744
Toyota,Model D,2006,1.8,13147,Diesel,Manual,24856.352852369146
Toyota,Model C,2011,1.2,39022,Electric,Automatic,26061.10058326414
Ford,Model A,2020,3.3,98718,Diesel,Automatic,29420.070566856197
Honda,Model B,2003,1.4,28670,Diesel,Manual,22515.921234766076
BMW,Model C,2004,3.6,195199,Petrol,Automatic,17841.094193391426
Honda,Model C,2015,1.7,94362,Electric,Manual,26136.265564067355
Ford,Model C,2003,1.2,8146,Diesel,Automatic,22468.392087484277
Audi,Model B,2007,1.3,13787,Petrol,Manual,25449.312779651103
Toyota,Model C,2015,3.9,178860,Petrol,Automatic,23533.515112684458
BMW,Model A,2007,2.3,190251,Diesel,Automatic,19767.168153706472
Audi,Model D,2016,2.1,31544,Diesel,Automatic,31567.530445690318
Ford,Model B,2013,2.7,43028,Electric,Manual,28150.941441244984
Honda,Model C,2011,3.2,183094,Electric,Manual,20617.388780846926
Toyota,Model E,2002,1.1,25598,Diesel,Manual,18393.22535101783
BMW,Model D,2019,4.1,125857,Diesel,Manual,28077.711716167905
Audi,Model B,2001,4.4,60263,Petrol,Manual,24503.44274355683
Audi,Model E,2012,2.5,20354,Petrol,Automatic,29290.30008949787
Toyota,Model E,2020,2.4,26108,Petrol,Manual,32897.36377598284
Honda,Model C,2010,4.1,88490,Petrol,Automatic,31261.281949700042
Ford,Model B,2011,2.5,166792,Petrol,Manual,20136.63505737226
Honda,Model C,2017,4.0,16727,Electric,Automatic,33441.31747125254
Honda,Model A,2008,1.1,144678,Petrol,Manual,17779.704374158202
Honda,Model E,2006,2.7,161987,Diesel,Automatic,17468.525760449258
Toyota,Model A,2005,4.3,170876,Electric,Automatic,24614.781639491834
